id,paid_enroll,prv_wk_nbr,prv_wk_min,message,binge,complete
5120,1,3,345,0,1,1
5121,0,3,469,0,1,1
5122,0,3,334,0,1,1
5123,1,5,53,0,0,1
5124,1,4,84,0,1,0
5125,1,4,441,0,1,1
5126,1,5,417,0,1,1
5127,1,4,238,0,1,1
5128,0,5,172,0,1,1
5129,0,2,343,0,1,1
5130,0,4,124,0,1,1
5131,0,3,205,0,1,1
5132,1,2,246,0,1,1
5133,1,2,37,0,0,0
5134,1,3,315,0,1,1
5135,1,1,68,0,0,1
5136,1,3,34,0,1,0
5137,1,4,88,0,0,1
5138,0,2,439,0,1,1
5139,0,5,184,0,1,1
5140,0,7,224,0,1,1
5141,1,1,251,0,1,1
5142,1,3,48,0,0,0
5143,0,4,285,0,1,1
5144,0,3,353,0,1,1
5145,0,4,126,0,0,1
5146,0,2,315,0,1,1
5147,1,3,34,0,0,1
5148,1,3,348,0,1,1
5149,1,3,382,0,1,1
5150,1,5,199,0,1,1
5151,1,2,145,0,1,1
5152,0,4,421,0,1,1
5153,1,4,98,0,1,1
5154,0,1,327,0,1,1
5155,1,3,212,0,1,1
5156,1,4,278,0,1,1
5157,0,1,119,0,1,0
5158,1,3,316,0,1,1
5159,0,1,437,0,1,1
5160,1,4,108,0,0,1
5161,1,4,423,0,1,1
5162,1,3,18,0,0,1
5163,0,5,418,0,1,1
5164,1,2,114,0,1,1
5165,0,3,102,0,1,1
5166,0,4,294,0,1,1
5167,0,2,417,0,1,1
5168,0,3,460,0,1,1
5169,1,5,52,0,1,0
5170,1,2,24,0,1,0
5171,1,1,128,0,0,1
5172,0,2,64,0,0,1
5173,0,5,66,0,0,0
5174,1,2,159,0,1,1
5175,0,4,298,0,1,1
5176,0,4,393,0,1,1
5177,0,3,42,0,0,0
5178,0,4,302,0,1,1
5179,0,2,42,0,1,0
5180,0,3,135,0,1,1
5181,1,4,335,0,1,1
5182,1,3,125,0,1,1
5183,0,4,393,0,1,1
5184,0,1,81,0,0,0
5185,0,4,171,0,1,1
5186,0,4,123,0,1,1
5187,1,4,407,0,1,1
5188,1,3,32,0,0,0
5189,0,3,179,0,1,1
5190,1,5,297,0,1,1
5191,0,3,126,0,0,0
5192,1,4,131,0,1,1
5193,1,4,31,0,0,0
5194,1,3,432,0,1,1
5195,1,3,80,0,1,1
5196,0,1,205,0,1,1
5197,0,5,253,0,1,1
5198,1,2,259,0,1,1
5199,1,4,150,0,1,1
5200,1,2,266,0,1,1
5201,1,2,305,0,1,1
5202,1,2,357,0,1,1
5203,0,7,136,0,1,1
5204,0,4,365,0,1,1
5205,1,2,324,0,1,1
5206,1,3,336,0,1,1
5207,0,3,93,0,0,1
5208,1,1,32,0,1,1
5209,0,3,184,0,1,1
5210,1,5,456,0,1,1
5211,1,2,275,0,1,1
5212,1,2,377,0,1,1
5213,1,3,36,0,0,0
5214,0,3,202,0,1,1
5215,1,4,173,0,1,1
5216,1,3,430,0,1,1
5217,0,2,95,0,0,1
5218,1,3,465,0,1,1
5219,1,4,303,0,1,1
5220,1,3,256,0,1,1
5221,1,1,153,0,1,1
5222,0,5,464,0,1,1
5223,1,5,104,0,1,1
5224,0,3,328,0,1,1
5225,1,2,368,0,1,1
5226,1,4,477,0,1,1
5227,1,2,390,0,1,1
5228,0,2,143,0,0,1
5229,1,5,260,0,1,1
5230,1,4,113,0,1,1
5231,0,3,224,0,1,1
5232,1,3,210,0,1,1
5233,0,5,440,0,1,1
5234,1,2,303,0,1,1
5235,0,2,230,0,1,1
5236,0,5,264,0,1,1
5237,0,3,48,0,0,0
5238,0,4,168,0,1,1
5239,1,2,371,0,1,1
5240,1,3,286,0,1,1
5241,1,4,293,0,1,1
5242,0,5,79,0,1,1
5243,1,2,358,0,1,1
5244,1,4,190,0,1,1
5245,1,4,340,0,1,1
5246,0,4,72,0,0,0
5247,0,2,408,0,1,1
5248,0,4,309,0,1,1
5249,1,3,280,0,1,1
5250,1,2,59,0,0,0
5251,0,3,444,0,1,1
5252,1,5,295,0,1,1
5253,1,3,34,0,1,1
5254,0,3,456,0,1,1
5255,0,1,253,0,1,1
5256,0,5,82,0,1,1
5257,1,7,302,0,1,1
5258,0,1,29,0,0,0
5259,0,2,64,0,0,1
5260,0,2,143,0,0,1
5261,0,4,388,0,1,1
5262,1,5,323,0,1,1
5263,0,4,218,0,1,1
5264,0,4,344,0,1,1
5265,1,1,72,0,0,1
5266,1,3,334,0,1,1
5267,0,4,154,0,1,1
5268,0,2,114,0,1,1
5269,0,3,432,0,1,1
5270,0,5,159,0,1,1
5271,0,3,31,0,0,1
5272,0,5,369,0,1,1
5273,1,3,363,0,1,1
5274,1,4,29,0,0,0
5275,1,4,53,0,0,1
5276,0,2,255,0,1,1
5277,0,4,85,0,1,1
5278,1,4,265,0,1,1
5279,0,4,274,0,1,1
5280,0,4,272,0,1,1
5281,1,3,238,0,1,1
5282,1,2,78,0,0,1
5283,0,4,154,0,1,1
5284,1,5,78,0,0,1
5285,1,3,324,0,1,1
5286,0,4,99,0,0,0
5287,0,2,251,0,1,1
5288,1,3,434,0,1,1
5289,1,2,88,0,1,1
5290,1,3,150,0,1,1
5291,0,4,128,0,1,1
5292,0,2,397,0,1,1
5293,1,3,339,0,1,1
5294,1,3,203,0,1,1
5295,0,2,231,0,1,1
5296,0,2,394,0,1,1
5297,1,5,198,0,1,1
5298,1,3,342,0,1,1
5299,1,3,243,0,1,1
5300,1,2,198,0,1,1
5301,1,1,210,0,1,1
5302,1,2,304,0,1,1
5303,0,4,408,0,1,1
5304,1,3,167,0,1,1
5305,1,2,267,0,1,1
5306,1,7,129,0,1,1
5307,1,4,292,0,1,1
5308,0,5,401,0,1,1
5309,1,3,393,0,1,1
5310,0,7,167,0,1,1
5311,1,4,40,0,0,0
5312,1,4,336,0,1,1
5313,1,2,444,0,1,1
5314,1,2,184,0,1,1
5315,0,3,60,0,1,1
5316,1,4,99,0,1,1
5317,1,3,443,0,1,1
5318,1,4,17,0,0,0
5319,0,2,111,0,0,0
5320,1,3,222,0,1,1
5321,1,3,338,0,1,1
5322,1,4,21,0,0,0
5323,0,5,475,0,1,1
5324,1,3,28,0,0,0
5325,1,5,118,0,0,1
5326,1,3,101,0,0,1
5327,1,5,94,0,0,0
5328,0,5,43,0,0,0
5329,1,2,288,0,1,1
5330,1,3,324,0,1,1
5331,0,4,447,0,1,1
5332,1,2,298,0,1,1
5333,1,5,259,0,1,1
5334,1,5,428,0,1,1
5335,1,2,307,0,1,1
5336,0,5,48,0,0,0
5337,0,3,183,0,1,1
5338,1,3,359,0,1,1
5339,0,4,471,0,1,1
5340,1,7,300,0,1,1
5341,1,3,296,0,1,1
5342,1,3,349,0,1,1
5343,0,3,51,0,1,0
5344,1,1,413,0,1,1
5345,1,5,186,0,1,1
5346,1,3,266,0,1,1
5347,1,2,139,0,1,1
5348,0,4,162,0,1,1
5349,1,3,299,0,1,1
5350,0,3,371,0,1,1
5351,1,3,87,0,0,1
5352,1,2,361,0,1,1
5353,0,5,478,0,1,1
5354,1,3,77,0,0,1
5355,0,4,123,0,1,1
5356,0,5,360,0,1,1
5357,1,5,179,0,1,1
5358,0,4,311,0,1,1
5359,1,5,347,0,1,1
5360,1,5,73,0,0,1
5361,1,5,196,0,1,1
5362,0,3,157,0,1,1
5363,0,2,324,0,1,1
5364,1,5,114,0,1,1
5365,0,4,67,0,0,1
5366,1,3,176,0,1,1
5367,1,2,329,0,1,1
5368,1,4,199,0,1,1
5369,1,5,181,0,1,1
5370,1,4,444,0,1,1
5371,1,4,269,0,1,1
5372,1,3,116,0,1,1
5373,0,7,32,0,0,0
5374,0,4,279,0,1,1
5375,0,4,334,0,1,1
5376,1,5,341,0,1,1
5377,0,3,61,0,0,1
5378,1,5,280,0,1,1
5379,0,3,363,0,1,1
5380,1,5,145,0,1,1
5381,1,4,464,0,1,1
5382,0,2,291,0,1,1
5383,1,5,287,0,0,1
5384,0,4,95,0,0,1
5385,1,2,471,0,1,1
5386,1,4,151,0,0,1
5387,1,4,339,0,1,1
5388,0,5,405,0,1,1
5389,1,4,357,0,1,1
5390,0,5,159,0,1,1
5391,1,3,458,0,1,1
5392,0,4,418,0,1,1
5393,0,5,442,0,1,1
5394,1,4,443,0,1,1
5395,0,7,71,0,0,0
5396,1,3,124,0,1,1
5397,0,3,12,0,0,0
5398,1,5,92,0,1,1
5399,1,4,203,0,1,1
5400,1,4,423,0,1,1
5401,1,4,408,0,1,1
5402,1,2,247,0,1,1
5403,1,3,41,0,0,0
5404,1,3,397,0,1,1
5405,0,4,166,0,1,1
5406,1,1,147,0,0,1
5407,1,5,395,0,1,1
5408,1,5,381,0,1,1
5409,1,1,243,0,1,1
5410,1,4,334,0,1,1
5411,1,3,436,0,1,1
5412,0,3,341,0,1,1
5413,1,4,268,0,1,1
5414,0,5,74,0,0,0
5415,0,4,175,0,0,1
5416,0,2,18,0,0,0
5417,0,7,78,0,1,1
5418,0,4,181,0,1,1
5419,1,3,360,0,1,1
5420,0,2,383,0,1,1
5421,0,3,321,0,1,1
5422,1,3,441,0,1,1
5423,1,3,286,0,1,1
5424,0,3,386,0,1,1
5425,0,5,314,0,1,1
5426,1,4,445,0,1,1
5427,1,5,46,0,0,0
5428,1,5,200,0,1,1
5429,1,7,307,0,1,1
5430,1,5,68,0,0,0
5431,1,5,93,0,0,1
5432,0,3,413,0,1,1
5433,1,4,179,0,1,1
5434,0,7,257,0,1,1
5435,1,4,277,0,1,1
5436,1,4,212,0,1,1
5437,1,1,170,0,1,1
5438,1,4,109,0,1,1
5439,1,2,357,0,1,1
5440,0,7,38,0,0,0
5441,0,3,199,0,1,1
5442,1,2,360,0,1,1
5443,1,5,383,0,1,1
5444,0,5,120,0,1,0
5445,1,4,16,0,0,0
5446,0,3,340,0,1,1
5447,0,4,359,0,1,1
5448,0,5,208,0,1,1
5449,1,1,267,0,1,1
5450,0,2,246,0,1,1
5451,0,4,458,0,1,1
5452,0,3,22,0,0,0
5453,1,3,434,0,1,1
5454,1,3,45,0,0,0
5455,1,3,272,0,1,1
5456,0,1,395,0,1,1
5457,0,3,252,0,1,1
5458,0,4,391,0,1,1
5459,1,4,292,0,1,1
5460,1,3,369,0,1,1
5461,0,2,293,0,1,1
5462,0,3,61,0,0,1
5463,1,3,394,0,1,1
5464,0,3,305,0,1,1
5465,1,3,451,0,1,1
5466,1,4,193,0,1,1
5467,1,3,88,0,0,1
5468,1,2,89,0,0,1
5469,0,5,97,0,1,1
5470,1,2,420,0,1,1
5471,1,3,46,0,0,1
5472,1,7,443,0,1,1
5473,0,2,190,0,1,1
5474,0,3,150,0,1,1
5475,1,2,77,0,1,1
5476,0,5,288,0,1,1
5477,1,3,457,0,1,1
5478,1,5,418,0,1,1
5479,1,4,440,0,1,1
5480,1,4,266,0,1,1
5481,0,2,453,0,1,1
5482,1,4,171,0,1,1
5483,0,5,134,0,1,1
5484,1,5,373,0,1,1
5485,0,3,211,0,1,1
5486,1,5,233,0,1,1
5487,0,3,98,0,1,1
5488,0,5,440,0,1,1
5489,1,3,68,0,0,1
5490,1,2,75,0,1,1
5491,1,2,401,0,1,1
5492,1,2,337,0,1,1
5493,0,3,244,0,1,1
5494,1,3,369,0,1,1
5495,0,3,391,0,1,1
5496,0,4,363,0,1,1
5497,1,3,383,0,1,1
5498,1,5,233,0,1,1
5499,1,2,181,0,1,1
5500,1,2,462,0,1,1
5501,1,5,100,0,1,1
5502,1,4,265,0,1,1
5503,1,2,210,0,1,1
5504,0,2,196,0,1,1
5505,1,2,116,0,0,1
5506,0,4,304,0,1,1
5507,0,3,112,0,0,1
5508,0,4,416,0,1,1
5509,1,4,268,0,1,1
5510,1,5,284,0,1,1
5511,1,3,314,0,1,1
5512,1,5,46,0,0,1
5513,0,5,216,0,1,1
5514,0,7,330,0,1,1
5515,1,4,335,0,1,1
5516,1,3,136,0,1,1
5517,0,4,240,0,1,1
5518,1,3,361,0,1,1
5519,1,3,42,0,0,0
5520,0,4,448,0,1,1
5521,1,4,146,0,1,1
5522,1,2,36,0,1,0
5523,1,4,465,0,1,1
5524,0,1,348,0,1,1
5525,1,4,75,0,0,1
5526,0,5,474,0,1,1
5527,0,4,101,0,1,1
5528,1,2,357,0,1,1
5529,0,7,266,0,1,1
5530,1,4,120,0,1,1
5531,0,2,282,0,1,1
5532,0,2,51,0,1,1
5533,1,1,21,0,0,0
5534,0,5,265,0,1,1
5535,1,7,357,0,1,1
5536,1,2,400,0,1,1
5537,1,2,63,0,0,0
5538,1,5,323,0,1,1
5539,0,2,405,0,1,1
5540,1,1,113,0,1,1
5541,1,4,215,0,1,1
5542,0,3,243,0,1,1
5543,0,4,465,0,1,1
5544,1,3,110,0,1,1
5545,0,5,400,0,1,1
5546,1,2,26,0,0,0
5547,0,7,406,0,1,1
5548,1,5,248,0,1,1
5549,1,2,129,0,1,1
5550,0,5,249,0,1,1
5551,1,4,211,0,1,1
5552,1,2,83,0,1,1
5553,1,1,331,0,1,1
5554,1,7,312,0,1,1
5555,0,4,433,0,1,1
5556,1,4,431,0,1,1
5557,0,5,302,0,1,1
5558,0,2,473,0,1,1
5559,1,7,287,0,1,1
5560,1,5,13,0,0,0
5561,0,4,151,0,1,1
5562,0,2,66,0,0,0
5563,1,4,324,0,1,1
5564,1,4,161,0,1,1
5565,0,5,302,0,1,1
5566,1,5,368,0,1,1
5567,1,5,31,0,0,0
5568,1,3,473,0,1,1
5569,0,2,175,0,1,1
5570,0,7,391,0,1,1
5571,1,1,312,0,1,1
5572,1,5,128,0,1,1
5573,1,3,467,0,1,1
5574,0,5,106,0,1,0
5575,1,1,248,0,1,1
5576,0,3,170,0,1,1
5577,0,3,351,0,1,1
5578,1,3,222,0,1,1
5579,1,3,213,0,1,1
5580,1,3,368,0,1,1
5581,0,3,179,0,1,1
5582,0,4,305,0,1,1
5583,0,5,471,0,1,1
5584,1,3,446,0,1,1
5585,1,4,322,0,1,1
5586,1,3,97,0,1,1
5587,1,3,131,0,1,1
5588,0,4,121,0,0,1
5589,0,4,249,0,1,1
5590,0,3,188,0,0,1
5591,0,4,380,0,1,1
5592,1,4,374,0,1,1
5593,1,3,263,0,1,1
5594,1,5,250,0,1,1
5595,1,7,32,0,0,1
5596,1,5,118,0,1,1
5597,1,5,350,0,1,1
5598,0,3,20,0,0,1
5599,1,4,54,0,0,0
5600,1,4,184,0,1,1
5601,1,4,130,0,1,1
5602,1,2,81,0,0,0
5603,1,3,77,0,0,1
5604,1,4,42,0,0,1
5605,0,2,422,0,1,1
5606,0,5,71,0,0,0
5607,0,3,234,0,1,1
5608,1,1,49,0,0,0
5609,0,7,326,0,1,1
5610,1,2,398,0,1,1
5611,1,3,70,0,0,1
5612,0,2,209,0,1,1
5613,1,3,179,0,1,1
5614,0,4,314,0,1,1
5615,0,2,238,0,1,1
5616,0,3,292,0,1,1
5617,0,5,185,0,1,1
5618,0,3,236,0,1,1
5619,1,5,72,0,0,1
5620,0,4,90,0,0,1
5621,0,5,74,0,1,1
5622,0,3,256,0,1,1
5623,1,3,199,0,1,1
5624,0,4,317,0,1,1
5625,0,2,193,0,1,1
5626,1,7,245,0,1,1
5627,0,2,319,0,1,1
5628,1,3,300,0,1,1
5629,1,5,46,0,0,0
5630,1,5,461,0,1,1
5631,1,2,136,0,1,1
5632,1,5,338,0,1,1
5633,0,4,29,0,0,1
5634,0,1,473,0,1,1
5635,1,2,417,0,1,1
5636,1,3,106,0,1,1
5637,1,1,473,0,1,1
5638,0,4,128,0,1,1
5639,0,3,355,0,1,1
5640,0,4,73,0,1,0
5641,1,2,113,0,0,1
5642,1,3,345,0,1,1
5643,1,7,126,0,1,1
5644,1,5,371,0,1,1
5645,1,4,29,0,0,0
5646,1,7,400,0,1,1
5647,1,2,185,0,1,1
5648,1,2,164,0,1,1
5649,0,2,87,0,0,0
5650,1,4,184,0,1,1
5651,1,2,61,0,0,1
5652,1,4,265,0,1,1
5653,0,3,230,0,1,1
5654,0,2,124,0,1,1
5655,1,7,312,0,1,1
5656,1,5,441,0,1,1
5657,1,5,39,0,0,1
5658,0,4,224,0,1,1
5659,1,3,295,0,1,1
5660,1,3,439,0,1,1
5661,1,2,304,0,1,1
5662,1,3,420,0,1,1
5663,0,5,107,0,1,1
5664,0,2,327,0,1,1
5665,1,4,205,0,1,1
5666,1,3,203,0,1,1
5667,0,1,241,0,1,1
5668,1,3,301,0,1,1
5669,0,7,111,0,1,1
5670,1,4,223,0,1,1
5671,0,5,227,0,1,1
5672,0,3,114,0,1,1
5673,0,4,388,0,1,1
5674,1,4,331,0,1,1
5675,0,3,300,0,1,1
5676,1,5,431,0,1,1
5677,1,3,24,0,0,0
5678,0,5,391,0,1,1
5679,1,7,385,0,1,1
5680,1,4,376,0,1,1
5681,0,2,188,0,1,1
5682,0,7,38,0,0,1
5683,1,7,118,0,1,1
5684,1,3,50,0,0,1
5685,1,2,403,0,1,1
5686,0,2,41,0,0,0
5687,0,5,30,0,0,0
5688,1,3,349,0,1,1
5689,1,2,54,0,1,1
5690,1,4,231,0,1,1
5691,0,2,158,0,1,1
5692,1,5,395,0,1,1
5693,0,7,115,0,1,1
5694,1,7,75,0,0,0
5695,0,5,387,0,1,1
5696,0,3,183,0,1,1
5697,1,7,83,0,0,1
5698,0,4,255,0,1,1
5699,1,3,320,0,1,1
5700,0,2,291,0,1,1
5701,0,7,412,0,1,1
5702,0,4,336,0,1,1
5703,1,3,405,0,1,1
5704,1,5,282,0,1,1
5705,0,5,343,0,1,1
5706,1,5,363,0,1,1
5707,1,7,371,0,1,1
5708,0,4,348,0,1,1
5709,0,4,427,0,1,1
5710,1,5,188,0,1,1
5711,1,5,31,0,0,0
5712,0,2,272,0,1,1
5713,1,5,128,0,1,1
5714,1,7,457,0,1,1
5715,1,4,27,0,0,1
5716,0,4,454,0,1,1
5717,1,4,26,0,0,0
5718,0,2,62,0,0,1
5719,1,2,35,0,1,1
5720,1,4,191,0,1,1
5721,1,2,398,0,1,1
5722,0,2,180,0,1,1
5723,1,4,134,0,1,1
5724,1,3,144,0,0,1
5725,0,3,394,0,1,1
5726,1,5,457,0,1,1
5727,0,3,143,0,1,1
5728,1,4,117,0,1,1
5729,1,3,16,0,0,0
5730,1,2,413,0,1,1
5731,0,3,339,0,1,1
5732,0,3,399,0,1,1
5733,0,4,290,0,1,1
5734,1,1,75,0,0,1
5735,0,3,213,0,1,1
5736,0,2,222,0,1,1
5737,1,3,245,0,1,1
5738,0,5,137,0,1,1
5739,0,2,104,0,0,1
5740,1,2,425,0,1,1
5741,1,2,345,0,1,1
5742,0,3,174,0,1,1
5743,1,4,171,0,0,1
5744,1,2,36,0,0,1
5745,0,4,138,0,1,1
5746,1,5,403,0,1,1
5747,1,2,329,0,1,1
5748,1,3,130,0,0,1
5749,0,3,380,0,1,1
5750,1,4,44,0,1,1
5751,1,2,421,0,1,1
5752,1,4,285,0,1,1
5753,0,4,289,0,1,1
5754,1,5,263,0,1,1
5755,1,4,292,0,1,1
5756,0,7,178,0,1,1
5757,1,4,74,0,0,0
5758,1,4,31,0,0,0
5759,1,2,303,0,1,1
5760,1,1,140,0,0,1
5761,0,4,202,0,1,1
5762,0,7,193,0,1,1
5763,1,2,225,0,1,1
5764,1,5,68,0,0,0
5765,0,3,317,0,1,1
5766,1,2,90,0,0,1
5767,1,5,105,0,0,1
5768,0,4,247,0,1,1
5769,0,3,369,0,1,1
5770,1,3,61,0,1,0
5771,0,3,89,0,1,0
5772,1,7,100,0,1,1
5773,1,5,191,0,1,1
5774,0,4,455,0,1,1
5775,1,4,424,0,1,1
5776,1,4,209,0,1,1
5777,1,2,86,0,1,0
5778,0,2,90,0,0,1
5779,0,4,173,0,1,1
5780,0,1,138,0,1,1
5781,0,4,113,0,1,1
5782,1,2,181,0,1,1
5783,0,4,327,0,1,1
5784,0,4,362,0,1,1
5785,1,2,286,0,1,1
5786,1,2,209,0,1,1
5787,1,1,258,0,1,1
5788,0,4,402,0,1,1
5789,1,3,399,0,1,1
5790,1,2,251,0,1,1
5791,1,1,266,0,1,1
5792,0,2,400,0,1,1
5793,1,7,103,0,0,1
5794,0,5,404,0,1,1
5795,1,2,106,0,1,1
5796,1,4,240,0,1,1
5797,0,5,454,0,1,1
5798,1,5,33,0,0,0
5799,1,4,377,0,1,1
5800,1,4,50,0,0,0
5801,1,7,382,0,1,1
5802,1,2,462,0,1,1
5803,1,3,277,0,1,1
5804,0,2,206,0,1,1
5805,1,4,13,0,0,0
5806,0,3,240,0,1,1
5807,1,3,362,0,1,1
5808,1,3,206,0,1,1
5809,1,2,307,0,1,1
5810,0,2,318,0,1,1
5811,1,2,376,0,1,1
5812,1,2,99,0,1,1
5813,1,1,470,0,1,1
5814,0,3,463,0,1,1
5815,0,2,255,0,1,1
5816,1,3,471,0,1,1
5817,1,3,232,0,1,1
5818,1,7,228,0,1,1
5819,0,1,276,0,1,1
5820,1,2,429,0,1,1
5821,1,3,285,0,1,1
5822,0,2,249,0,1,1
5823,1,3,223,0,1,1
5824,1,3,204,0,1,1
5825,0,2,395,0,1,1
5826,1,2,231,0,1,1
5827,1,2,247,0,1,1
5828,1,7,174,0,1,1
5829,0,3,143,0,1,1
5830,1,1,73,0,0,1
5831,0,5,309,0,1,1
5832,1,4,220,0,1,1
5833,0,5,386,0,1,1
5834,1,2,231,0,1,1
5835,0,3,392,0,1,1
5836,0,3,88,0,0,1
5837,1,3,343,0,1,1
5838,1,3,44,0,0,0
5839,1,2,225,0,1,1
5840,1,7,146,0,1,0
5841,0,3,157,0,1,1
5842,0,4,88,0,1,1
5843,1,5,375,0,1,1
5844,1,5,466,0,1,1
5845,1,3,375,0,1,1
5846,0,4,52,0,0,0
5847,1,4,54,0,0,1
5848,1,4,168,0,1,1
5849,1,5,11,0,0,0
5850,1,4,234,0,1,1
5851,1,2,300,0,1,1
5852,0,3,420,0,1,1
5853,1,7,320,0,1,1
5854,1,5,243,0,1,1
5855,0,4,124,0,1,1
5856,0,2,231,0,1,1
5857,1,4,185,0,1,1
5858,0,4,143,0,0,1
5859,1,4,385,0,1,1
5860,0,1,276,0,1,1
5861,0,7,146,0,1,1
5862,0,4,468,0,1,1
5863,1,4,449,0,1,1
5864,1,2,244,0,1,1
5865,1,3,394,0,1,1
5866,1,4,436,0,1,1
5867,1,2,185,0,1,1
5868,1,1,147,0,1,1
5869,1,4,60,0,0,1
5870,1,3,288,0,1,1
5871,1,3,264,0,1,1
5872,1,4,180,0,1,1
5873,0,4,16,0,0,0
5874,1,3,172,0,1,1
5875,0,5,420,0,1,1
5876,1,7,357,0,1,1
5877,0,3,169,0,1,1
5878,0,7,229,0,1,1
5879,0,5,455,0,1,1
5880,1,4,60,0,1,0
5881,0,3,371,0,1,1
5882,1,4,472,0,1,1
5883,0,2,392,0,1,1
5884,0,4,383,0,1,1
5885,0,4,323,0,1,1
5886,0,2,96,0,1,1
5887,0,5,389,0,1,1
5888,1,5,145,0,0,1
5889,1,4,224,0,1,1
5890,1,5,30,0,0,0
5891,1,3,264,0,1,1
5892,1,4,327,0,1,1
5893,0,7,111,0,1,1
5894,1,2,447,0,1,1
5895,0,4,374,0,1,1
5896,1,2,185,0,1,1
5897,1,4,421,0,1,1
5898,1,5,208,0,1,1
5899,0,3,269,0,1,1
5900,1,2,437,0,1,1
5901,0,4,357,0,1,1
5902,1,4,378,0,1,1
5903,1,4,461,0,1,1
5904,1,2,368,0,1,1
5905,1,5,411,0,1,1
5906,0,5,455,0,1,1
5907,0,3,376,0,1,1
5908,1,4,430,0,1,1
5909,0,5,296,0,1,1
5910,1,5,190,0,1,1
5911,1,2,407,0,1,1
5912,1,3,165,0,1,1
5913,1,2,306,0,1,1
5914,1,2,336,0,1,1
5915,1,7,131,0,1,1
5916,1,5,440,0,1,1
5917,0,3,208,0,1,1
5918,0,4,36,0,1,0
5919,1,2,247,0,1,1
5920,1,3,174,0,1,1
5921,1,7,80,0,0,1
5922,1,3,192,0,1,1
5923,0,4,401,0,1,1
5924,0,4,176,0,1,1
5925,1,4,282,0,1,1
5926,1,1,28,0,0,0
5927,0,3,325,0,1,1
5928,1,5,142,0,1,1
5929,1,2,95,0,1,0
5930,1,5,198,0,1,1
5931,0,5,371,0,1,1
5932,0,7,202,0,1,1
5933,1,4,310,0,1,1
5934,0,5,191,0,1,1
5935,0,4,309,0,1,1
5936,0,2,125,0,1,1
5937,0,5,155,0,1,1
5938,0,4,258,0,1,1
5939,0,7,137,0,1,1
5940,0,2,238,0,1,1
5941,1,4,155,0,1,1
5942,1,7,299,0,1,1
5943,0,2,92,0,1,0
5944,1,5,469,0,1,1
5945,1,3,131,0,1,1
5946,1,4,355,0,1,1
5947,1,2,234,0,1,1
5948,1,3,147,0,1,1
5949,0,5,278,0,1,1
5950,0,2,399,0,1,1
5951,1,2,99,0,0,1
5952,0,4,452,0,1,1
5953,0,3,290,0,1,1
5954,1,4,380,0,1,1
5955,0,4,280,0,1,1
5956,0,4,138,0,1,1
5957,1,5,19,0,0,0
5958,0,3,428,0,1,1
5959,0,4,127,0,1,1
5960,1,2,78,0,0,1
5961,1,5,206,0,1,1
5962,0,3,269,0,1,1
5963,0,4,342,0,1,1
5964,1,4,46,0,1,0
5965,0,7,337,0,1,1
5966,0,2,368,0,1,1
5967,0,3,352,0,1,1
5968,1,5,18,0,0,0
5969,1,5,231,0,1,1
5970,1,3,185,0,1,1
5971,1,3,292,0,1,1
5972,0,7,262,0,1,1
5973,0,3,316,0,1,1
5974,0,2,338,0,1,1
5975,0,2,147,0,1,1
5976,1,5,117,0,0,1
5977,0,4,265,0,1,1
5978,1,5,304,0,1,1
5979,0,4,269,0,1,1
5980,1,3,141,0,1,1
5981,1,3,85,0,0,1
5982,1,2,353,0,1,1
5983,1,2,117,0,1,1
5984,1,2,352,0,1,1
5985,1,5,70,0,0,1
5986,0,2,145,0,1,1
5987,0,2,357,0,1,1
5988,1,3,472,0,1,1
5989,1,4,437,0,1,1
5990,1,7,246,0,1,1
5991,0,2,37,0,0,0
5992,1,5,250,0,1,1
5993,1,4,86,0,0,1
5994,0,4,432,0,1,1
5995,1,5,434,0,1,1
5996,1,3,152,0,1,1
5997,0,3,353,0,1,1
5998,0,4,451,0,1,1
5999,0,4,335,0,1,1
6000,0,2,206,0,1,1
6001,1,3,13,0,0,0
6002,0,7,253,0,1,1
6003,1,4,122,0,1,1
6004,0,3,283,0,1,1
6005,0,4,242,0,1,1
6006,0,5,27,0,0,0
6007,1,1,119,0,0,1
6008,1,3,426,0,1,1
6009,0,3,386,0,1,1
6010,1,1,429,0,1,1
6011,0,4,170,0,1,1
6012,0,4,252,0,1,1
6013,1,4,462,0,1,1
6014,0,5,90,0,1,1
6015,0,4,44,0,0,0
6016,1,4,280,0,1,1
6017,1,2,354,0,1,1
6018,0,2,372,0,1,1
6019,0,3,132,0,1,1
6020,1,2,230,0,1,1
6021,0,4,39,0,0,1
6022,1,2,11,0,0,0
6023,1,1,278,0,1,1
6024,0,4,155,0,1,1
6025,1,3,408,0,1,1
6026,1,5,276,0,1,1
6027,1,2,372,0,1,1
6028,1,2,18,0,0,0
6029,0,3,53,0,0,0
6030,1,5,332,0,1,1
6031,0,4,287,0,1,1
6032,1,3,421,0,1,1
6033,0,3,317,0,1,1
6034,0,3,439,0,1,1
6035,1,3,105,0,0,1
6036,1,3,310,0,1,1
6037,0,5,291,0,1,1
6038,1,1,40,0,0,0
6039,1,4,195,0,1,1
6040,1,1,167,0,1,1
6041,0,4,131,0,1,1
6042,0,4,472,0,1,1
6043,0,4,379,0,1,1
6044,1,2,119,0,0,0
6045,1,4,410,0,1,1
6046,0,1,299,0,1,1
6047,1,5,120,0,1,1
6048,1,7,90,0,1,1
6049,1,3,132,0,1,1
6050,1,2,160,0,1,1
